// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\akumar\source\repos\BenchMarkDotNetComparsion\BenchMarkDotNetComparsion\bin\Release\netcoreapp2.2\370be609-4c59-4faa-85d3-bca7e155d533
// command took 2.74s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\akumar\source\repos\BenchMarkDotNetComparsion\BenchMarkDotNetComparsion\bin\Release\netcoreapp2.2\370be609-4c59-4faa-85d3-bca7e155d533
// command took 14.48s and exited with 1
// start dotnet build -c Release  --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\akumar\source\repos\BenchMarkDotNetComparsion\BenchMarkDotNetComparsion\bin\Release\netcoreapp2.2\370be609-4c59-4faa-85d3-bca7e155d533
// command took 3.94s and exited with 0
// ***** Done, took 00:00:21 (21.51 sec)   *****
// Found 2 benchmarks:
//   ForVsForeach.For: DefaultJob
//   ForVsForeach.Foreach: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForVsForeach.For: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "370be609-4c59-4faa-85d3-bca7e155d533.dll" --benchmarkName "BenchMarkDotNetComparsion.ForVsForeach.For" --job "Default" --benchmarkId 0 in C:\Users\akumar\source\repos\BenchMarkDotNetComparsion\BenchMarkDotNetComparsion\bin\Release\netcoreapp2.2\370be609-4c59-4faa-85d3-bca7e155d533\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual   5: 16384 op, 33549.85 ns, 2.0477 ns/op
OverheadActual   6: 16384 op, 33549.85 ns, 2.0477 ns/op
OverheadActual   7: 16384 op, 36102.56 ns, 2.2035 ns/op
OverheadActual   8: 16384 op, 51054.12 ns, 3.1161 ns/op
OverheadActual   9: 16384 op, 34279.20 ns, 2.0922 ns/op
OverheadActual  10: 16384 op, 34279.20 ns, 2.0922 ns/op
OverheadActual  11: 16384 op, 33914.52 ns, 2.0700 ns/op
OverheadActual  12: 16384 op, 53242.16 ns, 3.2496 ns/op
OverheadActual  13: 16384 op, 33549.85 ns, 2.0477 ns/op
OverheadActual  14: 16384 op, 33549.85 ns, 2.0477 ns/op
OverheadActual  15: 16384 op, 33914.52 ns, 2.0700 ns/op

WorkloadWarmup   1: 16384 op, 585016052.87 ns, 35.7065 us/op
WorkloadWarmup   2: 16384 op, 560219795.29 ns, 34.1931 us/op
WorkloadWarmup   3: 16384 op, 570294232.20 ns, 34.8080 us/op
WorkloadWarmup   4: 16384 op, 561386017.30 ns, 34.2643 us/op
WorkloadWarmup   5: 16384 op, 550785722.93 ns, 33.6173 us/op
WorkloadWarmup   6: 16384 op, 560214689.88 ns, 34.1928 us/op
WorkloadWarmup   7: 16384 op, 550166144.70 ns, 33.5795 us/op

// BeforeActualRun
WorkloadActual   1: 16384 op, 560759874.96 ns, 34.2261 us/op
WorkloadActual   2: 16384 op, 547068253.53 ns, 33.3904 us/op
WorkloadActual   3: 16384 op, 552341414.96 ns, 33.7122 us/op
WorkloadActual   4: 16384 op, 557888080.61 ns, 34.0508 us/op
WorkloadActual   5: 16384 op, 562546769.22 ns, 34.3351 us/op
WorkloadActual   6: 16384 op, 544362020.40 ns, 33.2252 us/op
WorkloadActual   7: 16384 op, 563232717.82 ns, 34.3770 us/op
WorkloadActual   8: 16384 op, 541265587.92 ns, 33.0362 us/op
WorkloadActual   9: 16384 op, 562470552.71 ns, 34.3305 us/op
WorkloadActual  10: 16384 op, 544453917.82 ns, 33.2308 us/op
WorkloadActual  11: 16384 op, 562579954.40 ns, 34.3372 us/op
WorkloadActual  12: 16384 op, 557526690.37 ns, 34.0287 us/op
WorkloadActual  13: 16384 op, 554005779.33 ns, 33.8138 us/op
WorkloadActual  14: 16384 op, 559076547.63 ns, 34.1233 us/op
WorkloadActual  15: 16384 op, 565634449.57 ns, 34.5236 us/op

// AfterActualRun
WorkloadResult   1: 16384 op, 560725960.44 ns, 34.2240 us/op
WorkloadResult   2: 16384 op, 547034339.00 ns, 33.3883 us/op
WorkloadResult   3: 16384 op, 552307500.43 ns, 33.7102 us/op
WorkloadResult   4: 16384 op, 557854166.09 ns, 34.0487 us/op
WorkloadResult   5: 16384 op, 562512854.70 ns, 34.3331 us/op
WorkloadResult   6: 16384 op, 544328105.88 ns, 33.2232 us/op
WorkloadResult   7: 16384 op, 563198803.29 ns, 34.3749 us/op
WorkloadResult   8: 16384 op, 541231673.39 ns, 33.0342 us/op
WorkloadResult   9: 16384 op, 562436638.19 ns, 34.3284 us/op
WorkloadResult  10: 16384 op, 544420003.30 ns, 33.2288 us/op
WorkloadResult  11: 16384 op, 562546039.88 ns, 34.3351 us/op
WorkloadResult  12: 16384 op, 557492775.84 ns, 34.0267 us/op
WorkloadResult  13: 16384 op, 553971864.80 ns, 33.8118 us/op
WorkloadResult  14: 16384 op, 559042633.11 ns, 34.1213 us/op
WorkloadResult  15: 16384 op, 565600535.05 ns, 34.5215 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 33.9140 us, StdErr = 0.1258 us (0.37%); N = 15, StdDev = 0.4874 us
Min = 33.0342 us, Q1 = 33.3883 us, Median = 34.0487 us, Q3 = 34.3331 us, Max = 34.5215 us
IQR = 0.9447 us, LowerFence = 31.9712 us, UpperFence = 35.7502 us
ConfidenceInterval = [33.3930 us; 34.4350 us] (CI 99.9%), Margin = 0.5210 us (1.54% of Mean)
Skewness = -0.52, Kurtosis = 1.67, MValue = 2

// **************************
// Benchmark: ForVsForeach.Foreach: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "370be609-4c59-4faa-85d3-bca7e155d533.dll" --benchmarkName "BenchMarkDotNetComparsion.ForVsForeach.Foreach" --job "Default" --benchmarkId 1 in C:\Users\akumar\source\repos\BenchMarkDotNetComparsion\BenchMarkDotNetComparsion\bin\Release\netcoreapp2.2\370be609-4c59-4faa-85d3-bca7e155d533\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 355555.49 ns, 355.5555 us/op
WorkloadJitting  1: 1 op, 786598.15 ns, 786.5981 us/op

OverheadJitting  2: 16 op, 302313.34 ns, 18.8946 us/op
WorkloadJitting  2: 16 op, 846039.73 ns, 52.8775 us/op

WorkloadPilot    1: 16 op, 380717.88 ns, 23.7949 us/op
WorkloadPilot    2: 32 op, 882506.96 ns, 27.5783 us/op
WorkloadPilot    3: 64 op, 1607840.16 ns, 25.1225 us/op
WorkloadPilot    4: 128 op, 3696683.09 ns, 28.8803 us/op
WorkloadPilot    5: 256 op, 7325172.45 ns, 28.6140 us/op
WorkloadPilot    6: 512 op, 14182470.35 ns, 27.7001 us/op
WorkloadPilot    7: 1024 op, 25313727.58 ns, 24.7204 us/op
WorkloadPilot    8: 2048 op, 47506224.96 ns, 23.1964 us/op
WorkloadPilot    9: 4096 op, 93541726.53 ns, 22.8373 us/op
WorkloadPilot   10: 8192 op, 202216988.77 ns, 24.6847 us/op
WorkloadPilot   11: 16384 op, 385780989.49 ns, 23.5462 us/op
WorkloadPilot   12: 32768 op, 767566629.28 ns, 23.4243 us/op

OverheadWarmup   1: 32768 op, 59076.91 ns, 1.8029 ns/op
OverheadWarmup   2: 32768 op, 57253.55 ns, 1.7472 ns/op
OverheadWarmup   3: 32768 op, 105390.29 ns, 3.2163 ns/op
OverheadWarmup   4: 32768 op, 125447.27 ns, 3.8283 ns/op
OverheadWarmup   5: 32768 op, 74393.15 ns, 2.2703 ns/op
OverheadWarmup   6: 32768 op, 100649.55 ns, 3.0716 ns/op
OverheadWarmup   7: 32768 op, 109766.36 ns, 3.3498 ns/op
OverheadWarmup   8: 32768 op, 68923.06 ns, 2.1034 ns/op

OverheadActual   1: 32768 op, 123623.91 ns, 3.7727 ns/op
OverheadActual   2: 32768 op, 57618.22 ns, 1.7584 ns/op
OverheadActual   3: 32768 op, 57618.22 ns, 1.7584 ns/op
OverheadActual   4: 32768 op, 60900.27 ns, 1.8585 ns/op
OverheadActual   5: 32768 op, 60900.27 ns, 1.8585 ns/op
OverheadActual   6: 32768 op, 68558.39 ns, 2.0922 ns/op
OverheadActual   7: 32768 op, 75487.17 ns, 2.3037 ns/op
OverheadActual   8: 32768 op, 80957.25 ns, 2.4706 ns/op
OverheadActual   9: 32768 op, 67464.38 ns, 2.0588 ns/op
OverheadActual  10: 32768 op, 105025.62 ns, 3.2051 ns/op
OverheadActual  11: 32768 op, 63088.31 ns, 1.9253 ns/op
OverheadActual  12: 32768 op, 67099.70 ns, 2.0477 ns/op
OverheadActual  13: 32768 op, 78769.22 ns, 2.4038 ns/op
OverheadActual  14: 32768 op, 85697.99 ns, 2.6153 ns/op
OverheadActual  15: 32768 op, 121800.55 ns, 3.7171 ns/op
OverheadActual  16: 32768 op, 73663.80 ns, 2.2480 ns/op
OverheadActual  17: 32768 op, 67464.38 ns, 2.0588 ns/op
OverheadActual  18: 32768 op, 57253.55 ns, 1.7472 ns/op
OverheadActual  19: 32768 op, 118153.82 ns, 3.6058 ns/op
OverheadActual  20: 32768 op, 178324.75 ns, 5.4420 ns/op

WorkloadWarmup   1: 32768 op, 775233864.34 ns, 23.6583 us/op
WorkloadWarmup   2: 32768 op, 765672886.03 ns, 23.3665 us/op
WorkloadWarmup   3: 32768 op, 775965032.30 ns, 23.6806 us/op
WorkloadWarmup   4: 32768 op, 761556465.13 ns, 23.2409 us/op
WorkloadWarmup   5: 32768 op, 816950551.90 ns, 24.9314 us/op
WorkloadWarmup   6: 32768 op, 772829944.56 ns, 23.5849 us/op

// BeforeActualRun
WorkloadActual   1: 32768 op, 761400750.06 ns, 23.2361 us/op
WorkloadActual   2: 32768 op, 778100553.28 ns, 23.7457 us/op
WorkloadActual   3: 32768 op, 785166808.40 ns, 23.9614 us/op
WorkloadActual   4: 32768 op, 777416063.38 ns, 23.7249 us/op
WorkloadActual   5: 32768 op, 769152953.77 ns, 23.4727 us/op
WorkloadActual   6: 32768 op, 787586044.43 ns, 24.0352 us/op
WorkloadActual   7: 32768 op, 771843870.66 ns, 23.5548 us/op
WorkloadActual   8: 32768 op, 766415723.50 ns, 23.3892 us/op
WorkloadActual   9: 32768 op, 764384863.47 ns, 23.3272 us/op
WorkloadActual  10: 32768 op, 769430104.72 ns, 23.4811 us/op
WorkloadActual  11: 32768 op, 765426002.89 ns, 23.3589 us/op
WorkloadActual  12: 32768 op, 760050003.87 ns, 23.1949 us/op
WorkloadActual  13: 32768 op, 775532530.96 ns, 23.6674 us/op
WorkloadActual  14: 32768 op, 776812166.05 ns, 23.7064 us/op
WorkloadActual  15: 32768 op, 768062583.60 ns, 23.4394 us/op

// AfterActualRun
WorkloadResult   1: 32768 op, 761329638.96 ns, 23.2339 us/op
WorkloadResult   2: 32768 op, 778029442.18 ns, 23.7436 us/op
WorkloadResult   3: 32768 op, 785095697.30 ns, 23.9592 us/op
WorkloadResult   4: 32768 op, 777344952.28 ns, 23.7227 us/op
WorkloadResult   5: 32768 op, 769081842.67 ns, 23.4705 us/op
WorkloadResult   6: 32768 op, 787514933.33 ns, 24.0330 us/op
WorkloadResult   7: 32768 op, 771772759.56 ns, 23.5526 us/op
WorkloadResult   8: 32768 op, 766344612.40 ns, 23.3870 us/op
WorkloadResult   9: 32768 op, 764313752.38 ns, 23.3250 us/op
WorkloadResult  10: 32768 op, 769358993.62 ns, 23.4790 us/op
WorkloadResult  11: 32768 op, 765354891.79 ns, 23.3568 us/op
WorkloadResult  12: 32768 op, 759978892.77 ns, 23.1927 us/op
WorkloadResult  13: 32768 op, 775461419.86 ns, 23.6652 us/op
WorkloadResult  14: 32768 op, 776741054.95 ns, 23.7043 us/op
WorkloadResult  15: 32768 op, 767991472.50 ns, 23.4372 us/op
GC:  0 0 0 0 0

// AfterAll

Mean = 23.5509 us, StdErr = 0.0644 us (0.27%); N = 15, StdDev = 0.2495 us
Min = 23.1927 us, Q1 = 23.3568 us, Median = 23.4790 us, Q3 = 23.7227 us, Max = 24.0330 us
IQR = 0.3659 us, LowerFence = 22.8079 us, UpperFence = 24.2715 us
ConfidenceInterval = [23.2842 us; 23.8176 us] (CI 99.9%), Margin = 0.2667 us (1.13% of Mean)
Skewness = 0.4, Kurtosis = 2, MValue = 2

Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchMarkDotNetComparsion.ForVsForeach-report.csv
  BenchmarkDotNet.Artifacts\results\BenchMarkDotNetComparsion.ForVsForeach-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchMarkDotNetComparsion.ForVsForeach-report.html

// * Detailed results *
ForVsForeach.For: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 33.9140 us, StdErr = 0.1258 us (0.37%); N = 15, StdDev = 0.4874 us
Min = 33.0342 us, Q1 = 33.3883 us, Median = 34.0487 us, Q3 = 34.3331 us, Max = 34.5215 us
IQR = 0.9447 us, LowerFence = 31.9712 us, UpperFence = 35.7502 us
ConfidenceInterval = [33.3930 us; 34.4350 us] (CI 99.9%), Margin = 0.5210 us (1.54% of Mean)
Skewness = -0.52, Kurtosis = 1.67, MValue = 2
-------------------- Histogram --------------------
[32.973 us ; 34.523 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

ForVsForeach.Foreach: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 23.5509 us, StdErr = 0.0644 us (0.27%); N = 15, StdDev = 0.2495 us
Min = 23.1927 us, Q1 = 23.3568 us, Median = 23.4790 us, Q3 = 23.7227 us, Max = 24.0330 us
IQR = 0.3659 us, LowerFence = 22.8079 us, UpperFence = 24.2715 us
ConfidenceInterval = [23.2842 us; 23.8176 us] (CI 99.9%), Margin = 0.2667 us (1.13% of Mean)
Skewness = 0.4, Kurtosis = 2, MValue = 2
-------------------- Histogram --------------------
[23.168 us ; 24.122 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.885 (1803/April2018Update/Redstone4)
Intel Core i7-6600U CPU 2.60GHz (Skylake), 1 CPU, 4 logical and 2 physical cores
Frequency=2742188 Hz, Resolution=364.6723 ns, Timer=TSC
.NET Core SDK=2.2.108
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|  Method |     Mean |     Error |    StdDev |
|-------- |---------:|----------:|----------:|
|     For | 33.91 us | 0.5210 us | 0.4874 us |
| Foreach | 23.55 us | 0.2667 us | 0.2495 us |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 us   : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:33 (33.6 sec), executed benchmarks: 2

Global total time: 00:00:55 (55.12 sec), executed benchmarks: 2
// * Artifacts cleanup *
